Sample	BioProject	BioSample	Submitter	Collection Date	Location	Population	ReleaseDate	LoadDate
SRR31984881	PRJNA957477	SAMN46235661	verily_ww	2025-01-07	USA: California, 	29000	2025-01-13 19:17:21	2025-01-13 19:13:46
SRR31984882	PRJNA957477	SAMN46235667	verily_ww	2025-01-06	USA: California, 	97000	2025-01-13 19:17:20	2025-01-13 19:13:21
SRR31984883	PRJNA957477	SAMN46235678	verily_ww	2025-01-07	USA: California, 	131000	2025-01-13 19:17:20	2025-01-13 19:13:12
SRR31984884	PRJNA957477	SAMN46235669	verily_ww	2025-01-06	USA: California, 	130000	2025-01-13 19:17:19	2025-01-13 19:12:43
SRR31984885	PRJNA957477	SAMN46235679	verily_ww	2025-01-06	USA: California, 	60000	2025-01-13 19:17:22	2025-01-13 19:14:14
SRR31984998	PRJNA1027353	SAMN46235838	verily_ww_nwss	2025-01-07	USA: North Carolina, 	21000	2025-01-13 20:48:56	2025-01-13 19:59:41
SRR31984999	PRJNA1027353	SAMN46235839	verily_ww_nwss	2025-01-07	USA: North Carolina, 	32000	2025-01-13 20:48:56	2025-01-13 19:59:55
SRR31985000	PRJNA1027353	SAMN46235932	verily_ww_nwss	2025-01-07	USA: Virginia, 	60000	2025-01-13 20:48:55	2025-01-13 19:59:12
SRR31985001	PRJNA1027353	SAMN46235853	verily_ww_nwss	2025-01-07	USA: Florida, 	100000	2025-01-13 20:49:02	2025-01-13 20:00:39
SRR31985002	PRJNA1027353	SAMN46235810	verily_ww_nwss	2025-01-06	USA: Maryland, 	11802	2025-01-13 20:48:54	2025-01-13 19:58:25
SRR31985003	PRJNA1027353	SAMN46235935	verily_ww_nwss	2025-01-07	USA: Florida, 	3000	2025-01-13 20:48:56	2025-01-13 20:00:09
SRR31985004	PRJNA1027353	SAMN46235811	verily_ww_nwss	2025-01-07	USA: Maryland, 	150078	2025-01-13 20:48:55	2025-01-13 19:59:19
SRR31985005	PRJNA1027353	SAMN46235720	verily_ww_nwss	2025-01-06	USA: Nevada, 	350000	2025-01-13 20:48:57	2025-01-13 20:00:11
SRR31985006	PRJNA1027353	SAMN46235889	verily_ww_nwss	2025-01-07	USA: Wyoming, 	18000	2025-01-13 20:48:56	2025-01-13 20:00:09
SRR31985007	PRJNA1027353	SAMN46235767	verily_ww_nwss	2025-01-06	USA: Connecticut, 	72914	2025-01-13 20:49:02	2025-01-13 20:00:18
SRR31985008	PRJNA1027353	SAMN46235893	verily_ww_nwss	2025-01-07	USA: California, 	250000	2025-01-13 20:49:05	2025-01-13 20:01:01
SRR31985009	PRJNA1027353	SAMN46235849	verily_ww_nwss	2025-01-06	USA: Maryland, 	90000	2025-01-13 20:48:56	2025-01-13 20:00:00
SRR31985010	PRJNA1027353	SAMN46235788	verily_ww_nwss	2025-01-06	USA: Arkansas, 	38000	2025-01-13 20:49:02	2025-01-13 20:00:24
SRR31985011	PRJNA1027353	SAMN46235772	verily_ww_nwss	2025-01-07	USA: California, 	13754	2025-01-13 20:49:05	2025-01-13 20:01:08
SRR31985013	PRJNA1027353	SAMN46235947	verily_ww_nwss	2025-01-06	USA: California, 	16000	2025-01-13 20:48:56	2025-01-13 20:00:03
SRR31985014	PRJNA1027353	SAMN46235840	verily_ww_nwss	2025-01-07	USA: Pennsylvania, 	13000	2025-01-13 20:49:00	2025-01-13 20:00:16
SRR31985015	PRJNA1027353	SAMN46235949	verily_ww_nwss	2025-01-06	USA: Wyoming, 	13000	2025-01-13 20:49:00	2025-01-13 20:00:10
SRR31985016	PRJNA1027353	SAMN46235773	verily_ww_nwss	2025-01-07	USA: New Mexico, 	15000	2025-01-13 20:49:04	2025-01-13 20:00:47
SRR31985020	PRJNA1027353	SAMN46235807	verily_ww_nwss	2025-01-07	USA: Maryland, 	13296	2025-01-13 20:48:53	2025-01-13 19:57:36
SRR31985021	PRJNA1027353	SAMN46235741	verily_ww_nwss	2025-01-06	USA: Alaska, 	92000	2025-01-13 20:48:53	2025-01-13 19:57:48
SRR31985022	PRJNA1027353	SAMN46235928	verily_ww_nwss	2025-01-07	USA: Iowa, 	110000	2025-01-13 20:48:54	2025-01-13 19:58:07
SRR31985024	PRJNA1027353	SAMN46235891	verily_ww_nwss	2025-01-07	USA: Maine, 	8700	2025-01-13 20:48:53	2025-01-13 19:58:05
SRR31985025	PRJNA1027353	SAMN46235842	verily_ww_nwss	2025-01-07	USA: Pennsylvania, 	13000	2025-01-13 20:48:54	2025-01-13 19:58:05
SRR31985027	PRJNA1027353	SAMN46235851	verily_ww_nwss	2025-01-07	USA: Louisiana, 	15000	2025-01-13 20:48:54	2025-01-13 19:58:13
SRR31985028	PRJNA1027353	SAMN46235855	verily_ww_nwss	2025-01-07	USA: California, 	14465	2025-01-13 20:48:54	2025-01-13 19:58:29
SRR31985029	PRJNA1027353	SAMN46235915	verily_ww_nwss	2025-01-07	USA: Maine, 	20000	2025-01-13 20:49:04	2025-01-13 20:01:15
SRR31985032	PRJNA1027353	SAMN46235857	verily_ww_nwss	2025-01-06	USA: Florida, 	100000	2025-01-13 20:48:53	2025-01-13 19:57:48
SRR31985038	PRJNA1027353	SAMN46235887	verily_ww_nwss	2025-01-06	USA: California, 	39000	2025-01-13 20:48:52	2025-01-13 19:57:22
SRR31985039	PRJNA1027353	SAMN46235866	verily_ww_nwss	2025-01-06	USA: Nevada, 	2000000	2025-01-13 20:48:53	2025-01-13 19:57:35
SRR31985040	PRJNA1027353	SAMN46235725	verily_ww_nwss	2025-01-06	USA: California, 	230000	2025-01-13 20:48:53	2025-01-13 19:57:47
SRR31985042	PRJNA1027353	SAMN46235910	verily_ww_nwss	2025-01-06	USA: Arkansas, 	30377	2025-01-13 20:48:54	2025-01-13 19:58:32
SRR31985043	PRJNA1027353	SAMN46235761	verily_ww_nwss	2025-01-06	USA: California, 	150000	2025-01-13 20:48:52	2025-01-13 19:57:38
SRR31985045	PRJNA1027353	SAMN46235923	verily_ww_nwss	2025-01-06	USA: Pennsylvania, 	45000	2025-01-13 20:48:54	2025-01-13 19:58:29
SRR31985047	PRJNA1027353	SAMN46235908	verily_ww_nwss	2025-01-06	USA: Arkansas, 	23812	2025-01-13 20:48:55	2025-01-13 19:59:36
SRR31985048	PRJNA1027353	SAMN46235906	verily_ww_nwss	2025-01-06	USA: Arkansas, 	18463	2025-01-13 20:48:54	2025-01-13 19:58:38
SRR31985153	PRJNA1027353	SAMN46235860	verily_ww_nwss	2025-01-07	USA: California, 	6031	2025-01-13 20:49:05	2025-01-13 20:01:32
SRR31985154	PRJNA1027353	SAMN46235774	verily_ww_nwss	2025-01-07	USA: Louisiana, 	64000	2025-01-13 20:49:01	2025-01-13 20:00:29
SRR31985155	PRJNA1027353	SAMN46235941	verily_ww_nwss	2025-01-06	USA: Hawaii, 	32604	2025-01-13 20:49:07	2025-01-13 20:02:41
SRR31985156	PRJNA1027353	SAMN46235829	verily_ww_nwss	2025-01-07	USA: California, 	495000	2025-01-13 20:49:04	2025-01-13 20:00:47
SRR31985157	PRJNA1027353	SAMN46235920	verily_ww_nwss	2025-01-07	USA: Maine, 	20000	2025-01-13 20:48:56	2025-01-13 20:00:02
SRR31985158	PRJNA1027353	SAMN46235803	verily_ww_nwss	2025-01-07	USA: Maryland, 	22660	2025-01-13 20:49:05	2025-01-13 20:01:46
SRR31985159	PRJNA1027353	SAMN46235755	verily_ww_nwss	2025-01-07	USA: Vermont, 	9000	2025-01-13 20:49:07	2025-01-13 20:02:50
SRR31985160	PRJNA1027353	SAMN46235734	verily_ww_nwss	2025-01-06	USA: Idaho, 	195813	2025-01-13 20:49:04	2025-01-13 20:01:13
SRR31985162	PRJNA1027353	SAMN46235790	verily_ww_nwss	2025-01-06	USA: Maine, 	6000	2025-01-13 20:49:01	2025-01-13 20:00:24
SRR31985163	PRJNA1027353	SAMN46235753	verily_ww_nwss	2025-01-07	USA: California, 	68000	2025-01-13 20:48:57	2025-01-13 20:00:17
SRR31985165	PRJNA1027353	SAMN46235722	verily_ww_nwss	2025-01-07	USA: California, 	30000	2025-01-13 20:49:03	2025-01-13 20:00:45
SRR31985166	PRJNA1027353	SAMN46235799	verily_ww_nwss	2025-01-07	USA: California, 	15000	2025-01-13 20:49:07	2025-01-13 20:03:03
SRR31985167	PRJNA1027353	SAMN46235757	verily_ww_nwss	2025-01-06	USA: Rhode Island, 	43000	2025-01-13 20:49:08	2025-01-13 20:03:48
SRR31985168	PRJNA1027353	SAMN46235730	verily_ww_nwss	2025-01-07	USA: California, 	18000	2025-01-13 20:49:04	2025-01-13 20:01:09
SRR31985169	PRJNA1027353	SAMN46235885	verily_ww_nwss	2025-01-07	USA: California, 	60000	2025-01-13 20:49:05	2025-01-13 20:01:49
SRR31985170	PRJNA1027353	SAMN46235846	verily_ww_nwss	2025-01-06	USA: South Dakota, 	14000	2025-01-13 20:48:55	2025-01-13 19:59:40
SRR31985176	PRJNA1027353	SAMN46235763	verily_ww_nwss	2025-01-06	USA: Idaho, 	25500	2025-01-13 20:49:07	2025-01-13 20:03:00
SRR31985180	PRJNA1027353	SAMN46235904	verily_ww_nwss	2025-01-06	USA: Arkansas, 	32043	2025-01-13 20:49:06	2025-01-13 20:02:09
SRR31985181	PRJNA1027353	SAMN46235778	verily_ww_nwss	2025-01-06	USA: Texas, 	242000	2025-01-13 20:49:06	2025-01-13 20:02:31
SRR31985182	PRJNA1027353	SAMN46235786	verily_ww_nwss	2025-01-06	USA: Vermont, 	6000	2025-01-13 20:49:02	2025-01-13 20:00:34
SRR31985183	PRJNA1027353	SAMN46235869	verily_ww_nwss	2025-01-06	USA: New Mexico, 	87000	2025-01-13 20:49:06	2025-01-13 20:02:23
SRR31985185	PRJNA1027353	SAMN46235930	verily_ww_nwss	2025-01-06	USA: Alabama, 	18000	2025-01-13 20:49:07	2025-01-13 20:03:22
SRR31985187	PRJNA1027353	SAMN46235739	verily_ww_nwss	2025-01-06	USA: California, 	102000	2025-01-13 20:49:05	2025-01-13 20:01:34
SRR32037361	PRJNA1076210	SAMN46293423	NYC DOHMH PHL	2025-01-07	USA: New York, 	1173448	2025-01-17 15:40:40	2025-01-17 15:22:59
SRR32037362	PRJNA1076210	SAMN46293422	NYC DOHMH PHL	2025-01-07	USA: New York, 	457817	2025-01-17 15:40:40	2025-01-17 15:23:02
SRR32037363	PRJNA1076210	SAMN46293421	NYC DOHMH PHL	2025-01-07	USA: New York, 	117991	2025-01-17 15:40:40	2025-01-17 15:22:54
SRR32037364	PRJNA1076210	SAMN46293420	NYC DOHMH PHL	2025-01-07	USA: New York, 	257556	2025-01-17 15:40:40	2025-01-17 15:22:33
SRR32037365	PRJNA1076210	SAMN46293419	NYC DOHMH PHL	2025-01-07	USA: New York, 	224516	2025-01-17 15:40:40	2025-01-17 15:22:33
SRR32037366	PRJNA1076210	SAMN46293418	NYC DOHMH PHL	2025-01-07	USA: New York, 	923524	2025-01-17 15:40:40	2025-01-17 15:22:55
SRR32037367	PRJNA1076210	SAMN46293417	NYC DOHMH PHL	2025-01-07	USA: New York, 	243910	2025-01-17 15:40:40	2025-01-17 15:23:05
SRR32037368	PRJNA1076210	SAMN46293416	NYC DOHMH PHL	2025-01-07	USA: New York, 	649549	2025-01-17 15:40:39	2025-01-17 15:23:02
SRR32037370	PRJNA1076210	SAMN46293415	NYC DOHMH PHL	2025-01-07	USA: New York, 	1227810	2025-01-17 15:40:39	2025-01-17 15:23:03
SRR32037371	PRJNA1076210	SAMN46293414	NYC DOHMH PHL	2025-01-07	USA: New York, 	735054	2025-01-17 15:40:39	2025-01-17 15:23:19
SRR32037372	PRJNA1076210	SAMN46293413	NYC DOHMH PHL	2025-01-07	USA: New York, 	781885	2025-01-17 16:47:20	2025-01-17 16:32:52
SRR32037373	PRJNA1076210	SAMN46293412	NYC DOHMH PHL	2025-01-07	USA: New York, 	647635	2025-01-17 16:02:27	2025-01-17 15:27:34
SRR32037374	PRJNA1076210	SAMN46293411	NYC DOHMH PHL	2025-01-07	USA: New York, 	894311	2025-01-17 16:02:27	2025-01-17 15:27:27
SRR32037375	PRJNA1076210	SAMN46293410	NYC DOHMH PHL	2025-01-07	USA: New York, 	318262	2025-01-17 16:02:28	2025-01-17 15:27:31
SRR32061492	PRJNA989177	SAMN46344970	GBW	2025-01-07	USA: Massachusetts, Boston, 	500	2025-01-21 10:45:13	2025-01-21 10:37:26
SRR32061496	PRJNA989177	SAMN46344980	GBW	2025-01-08	USA: Massachusetts, Boston, 	500	2025-01-21 10:45:14	2025-01-21 10:39:14
SRR32061498	PRJNA989177	SAMN46344974	GBW	2025-01-07	USA: New York, Jamaica, 	500	2025-01-21 10:53:09	2025-01-21 10:51:32
SRR32061500	PRJNA989177	SAMN46344975	GBW	2025-01-08	USA: Virginia, Dulles, 	500	2025-01-21 10:50:48	2025-01-21 10:49:56
SRR32063613	PRJNA957477	SAMN46346719	verily_ww	2025-01-13	USA: California, 	130000	2025-01-21 13:03:25	2025-01-21 13:01:07
SRR32063614	PRJNA957477	SAMN46346720	verily_ww	2025-01-10	USA: California, 	130000	2025-01-21 13:03:26	2025-01-21 13:01:20
SRR32063615	PRJNA957477	SAMN46346730	verily_ww	2025-01-13	USA: California, 	60000	2025-01-21 13:03:25	2025-01-21 13:01:08
SRR32063616	PRJNA957477	SAMN46346727	verily_ww	2025-01-13	USA: California, 	131000	2025-01-21 13:03:27	2025-01-21 13:01:52
SRR32063617	PRJNA957477	SAMN46346717	verily_ww	2025-01-08	USA: California, 	97000	2025-01-21 13:03:25	2025-01-21 13:00:57
SRR32063618	PRJNA957477	SAMN46346728	verily_ww	2025-01-10	USA: California, 	131000	2025-01-21 13:03:25	2025-01-21 13:01:05
SRR32063619	PRJNA957477	SAMN46346716	verily_ww	2025-01-10	USA: California, 	97000	2025-01-21 13:03:24	2025-01-21 13:00:51
SRR32063621	PRJNA957477	SAMN46346731	verily_ww	2025-01-08	USA: California, 	60000	2025-01-21 13:03:28	2025-01-21 13:02:21
SRR32063622	PRJNA957477	SAMN46346729	verily_ww	2025-01-08	USA: California, 	131000	2025-01-21 13:03:28	2025-01-21 13:02:23
SRR32063623	PRJNA957477	SAMN46346686	verily_ww	2025-01-10	USA: California, 	1480000	2025-01-21 13:03:28	2025-01-21 13:02:10
SRR32063624	PRJNA957477	SAMN46346686	verily_ww	2025-01-10	USA: California, 	1480000	2025-01-21 13:03:26	2025-01-21 13:01:35
SRR32063625	PRJNA957477	SAMN46346689	verily_ww	2025-01-10	USA: California, 	250000	2025-01-21 13:03:26	2025-01-21 13:01:12
SRR32063626	PRJNA957477	SAMN46346689	verily_ww	2025-01-10	USA: California, 	250000	2025-01-21 13:03:25	2025-01-21 13:01:10
SRR32063627	PRJNA957477	SAMN46346684	verily_ww	2025-01-09	USA: California, 	1500000	2025-01-21 13:03:26	2025-01-21 13:01:27
SRR32063628	PRJNA957477	SAMN46346684	verily_ww	2025-01-09	USA: California, 	1500000	2025-01-21 13:03:25	2025-01-21 13:00:54
SRR32063629	PRJNA957477	SAMN46346687	verily_ww	2025-01-08	USA: California, 	1480000	2025-01-21 13:08:43	2025-01-21 13:04:23
SRR32063630	PRJNA957477	SAMN46346687	verily_ww	2025-01-08	USA: California, 	1480000	2025-01-21 13:03:27	2025-01-21 13:01:24
SRR32063631	PRJNA957477	SAMN46346688	verily_ww	2025-01-08	USA: California, 	250000	2025-01-21 13:08:44	2025-01-21 13:04:29
SRR32063632	PRJNA957477	SAMN46346688	verily_ww	2025-01-08	USA: California, 	250000	2025-01-21 13:03:28	2025-01-21 13:02:24
SRR32063633	PRJNA957477	SAMN46346685	verily_ww	2025-01-08	USA: California, 	750000	2025-01-21 13:08:42	2025-01-21 13:03:46
SRR32063634	PRJNA957477	SAMN46346685	verily_ww	2025-01-08	USA: California, 	750000	2025-01-21 13:03:27	2025-01-21 13:01:38
SRR32063635	PRJNA957477	SAMN46346683	verily_ww	2025-01-07	USA: California, 	1500000	2025-01-21 13:03:27	2025-01-21 13:01:57
SRR32063636	PRJNA957477	SAMN46346683	verily_ww	2025-01-07	USA: California, 	1500000	2025-01-21 13:08:43	2025-01-21 13:04:11
SRR32063637	PRJNA957477	SAMN46346699	verily_ww	2025-01-06	USA: Alabama, 	225000	2025-01-21 13:08:42	2025-01-21 13:03:54
SRR32063638	PRJNA957477	SAMN46346702	verily_ww	2025-01-08	USA: Georgia, 	73821	2025-01-21 13:08:44	2025-01-21 13:04:22
SRR32063639	PRJNA957477	SAMN46346712	verily_ww	2025-01-06	USA: Hawaii, 	390000	2025-01-21 13:03:28	2025-01-21 13:02:40
SRR32063640	PRJNA957477	SAMN46346703	verily_ww	2025-01-07	USA: Georgia, 	73821	2025-01-21 13:03:26	2025-01-21 13:01:15
SRR32063641	PRJNA957477	SAMN46346740	verily_ww	2025-01-08	USA: Minnesota, 	120000	2025-01-21 13:03:27	2025-01-21 13:01:41
SRR32063642	PRJNA957477	SAMN46346736	verily_ww	2025-01-06	USA: Texas, 	120000	2025-01-21 13:03:26	2025-01-21 13:01:22
SRR32063643	PRJNA957477	SAMN46346710	verily_ww	2025-01-07	USA: Florida, 	212065	2025-01-21 13:03:27	2025-01-21 13:01:42
SRR32063644	PRJNA957477	SAMN46346732	verily_ww	2025-01-07	USA: Maryland, 	90000	2025-01-21 13:03:25	2025-01-21 13:00:54
SRR32063645	PRJNA957477	SAMN46346725	verily_ww	2025-01-08	USA: Florida, 	776150	2025-01-21 13:08:41	2025-01-21 13:03:27
SRR32063646	PRJNA957477	SAMN46346738	verily_ww	2025-01-07	USA: Pennsylvania, 	220000	2025-01-21 13:08:41	2025-01-21 13:03:23
SRR32063647	PRJNA957477	SAMN46346694	verily_ww	2025-01-08	USA: Maine, 	65000	2025-01-21 13:03:28	2025-01-21 13:02:13
SRR32063648	PRJNA957477	SAMN46346714	verily_ww	2025-01-08	USA: Alaska, 	220000	2025-01-21 13:03:28	2025-01-21 13:02:39
SRR32063649	PRJNA957477	SAMN46346692	verily_ww	2025-01-07	USA: Indiana, 	130000	2025-01-21 13:08:44	2025-01-21 13:04:30
SRR32063650	PRJNA957477	SAMN46346721	verily_ww	2025-01-08	USA: Nevada, 	990000	2025-01-21 13:03:25	2025-01-21 13:01:12
SRR32063651	PRJNA957477	SAMN46346708	verily_ww	2025-01-08	USA: Nebraska, 	240000	2025-01-21 13:03:29	2025-01-21 13:02:59
SRR32063652	PRJNA957477	SAMN46346706	verily_ww	2025-01-08	USA: Texas, 	200000	2025-01-21 13:03:26	2025-01-21 13:01:28
SRR32063653	PRJNA957477	SAMN46346734	verily_ww	2025-01-08	USA: Massachusetts, 	2400000	2025-01-21 13:03:27	2025-01-21 13:01:43
SRR32063654	PRJNA957477	SAMN46346742	verily_ww	2025-01-08	USA: Utah, 	600000	2025-01-21 13:08:44	2025-01-21 13:05:02
SRR32063655	PRJNA957477	SAMN46346744	verily_ww	2025-01-08	USA: Ohio, 	174000	2025-01-21 13:08:42	2025-01-21 13:03:43
SRR32063656	PRJNA957477	SAMN46346698	verily_ww	2025-01-08	USA: Alabama, 	225000	2025-01-21 13:08:42	2025-01-21 13:03:57
SRR32063657	PRJNA957477	SAMN46346704	verily_ww	2025-01-08	USA: Michigan, 	125000	2025-01-21 13:08:43	2025-01-21 13:04:03
SRR32063658	PRJNA957477	SAMN46346733	verily_ww	2025-01-06	USA: Maryland, 	90000	2025-01-21 13:03:25	2025-01-21 13:01:16
SRR32063659	PRJNA957477	SAMN46346715	verily_ww	2025-01-06	USA: Alaska, 	220000	2025-01-21 13:08:42	2025-01-21 13:03:44
SRR32063660	PRJNA957477	SAMN46346739	verily_ww	2025-01-06	USA: Pennsylvania, 	220000	2025-01-21 13:03:29	2025-01-21 13:02:35
SRR32063661	PRJNA957477	SAMN46346723	verily_ww	2025-01-06	USA: Idaho, 	186901	2025-01-21 13:08:41	2025-01-21 13:03:32
SRR32063662	PRJNA957477	SAMN46346705	verily_ww	2025-01-06	USA: Michigan, 	125000	2025-01-21 13:03:26	2025-01-21 13:01:19
SRR32063665	PRJNA957477	SAMN46346707	verily_ww	2025-01-06	USA: Texas, 	200000	2025-01-21 13:03:29	2025-01-21 13:03:18
SRR32063666	PRJNA957477	SAMN46346700	verily_ww	2025-01-07	USA: Illinois, 	86000	2025-01-21 13:08:42	2025-01-21 13:03:52
SRR32063667	PRJNA957477	SAMN46346726	verily_ww	2025-01-06	USA: Florida, 	776150	2025-01-21 13:08:43	2025-01-21 13:04:04
SRR32063668	PRJNA957477	SAMN46346695	verily_ww	2025-01-06	USA: Maine, 	65000	2025-01-21 13:03:27	2025-01-21 13:01:51
SRR32063670	PRJNA957477	SAMN46346722	verily_ww	2025-01-06	USA: Nevada, 	990000	2025-01-21 13:08:45	2025-01-21 13:05:06
SRR32063671	PRJNA957477	SAMN46346709	verily_ww	2025-01-06	USA: Nebraska, 	240000	2025-01-21 13:08:45	2025-01-21 13:05:55
SRR32063674	PRJNA957477	SAMN46346741	verily_ww	2025-01-06	USA: Minnesota, 	120000	2025-01-21 13:08:43	2025-01-21 13:03:53
SRR32063675	PRJNA957477	SAMN46346743	verily_ww	2025-01-06	USA: Utah, 	600000	2025-01-21 13:03:29	2025-01-21 13:03:16
SRR32063677	PRJNA957477	SAMN46346735	verily_ww	2025-01-06	USA: Massachusetts, 	2400000	2025-01-21 13:08:43	2025-01-21 13:03:50
SRR32063678	PRJNA957477	SAMN46346701	verily_ww	2025-01-06	USA: Illinois, 	86000	2025-01-21 13:03:28	2025-01-21 13:02:04
SRR32063679	PRJNA957477	SAMN46346745	verily_ww	2025-01-06	USA: Ohio, 	174000	2025-01-21 13:08:45	2025-01-21 13:07:28
SRR32063680	PRJNA957477	SAMN46346696	verily_ww	2025-01-06	USA: New Jersey, 	1500000	2025-01-21 13:08:45	2025-01-21 13:05:27
SRR32063909	PRJNA1027353	SAMN46346814	verily_ww_nwss	2025-01-14	USA: New Mexico, 	15000	2025-01-21 13:12:09	2025-01-21 13:11:44
SRR32063910	PRJNA1027353	SAMN46346893	verily_ww_nwss	2025-01-14	USA: California, 	14465	2025-01-21 13:12:08	2025-01-21 13:11:14
SRR32063912	PRJNA1027353	SAMN46346905	verily_ww_nwss	2025-01-13	USA: New Mexico, 	87000	2025-01-21 13:12:09	2025-01-21 13:11:14
SRR32063913	PRJNA1027353	SAMN46346774	verily_ww_nwss	2025-01-14	USA: Nevada, 	350000	2025-01-21 13:15:56	2025-01-21 13:12:24
SRR32063914	PRJNA1027353	SAMN46346937	verily_ww_nwss	2025-01-13	USA: Arkansas, 	32043	2025-01-21 13:15:56	2025-01-21 13:12:07
SRR32063915	PRJNA1027353	SAMN46346878	verily_ww_nwss	2025-01-14	USA: North Carolina, 	32000	2025-01-21 13:12:10	2025-01-21 13:11:53
SRR32063916	PRJNA1027353	SAMN46346951	verily_ww_nwss	2025-01-13	USA: Maine, 	16000	2025-01-21 13:15:56	2025-01-21 13:12:14
SRR32063917	PRJNA1027353	SAMN46346802	verily_ww_nwss	2025-01-14	USA: California, 	27000	2025-01-21 13:12:08	2025-01-21 13:11:30
SRR32063918	PRJNA1027353	SAMN46346948	verily_ww_nwss	2025-01-14	USA: North Carolina, 	26000	2025-01-21 13:12:08	2025-01-21 13:11:04
SRR32063919	PRJNA1027353	SAMN46346798	verily_ww_nwss	2025-01-12	USA: Texas, 	1000000	2025-01-21 13:12:09	2025-01-21 13:11:38
SRR32063920	PRJNA1027353	SAMN46346877	verily_ww_nwss	2025-01-14	USA: North Carolina, 	21000	2025-01-21 13:12:11	2025-01-21 13:12:04
SRR32063921	PRJNA1027353	SAMN46346843	verily_ww_nwss	2025-01-14	USA: California, 	15000	2025-01-21 13:12:07	2025-01-21 13:11:24
SRR32063922	PRJNA1027353	SAMN46346776	verily_ww_nwss	2025-01-14	USA: Rhode Island, 	30000	2025-01-21 13:12:08	2025-01-21 13:11:36
SRR32063923	PRJNA1027353	SAMN46346783	verily_ww_nwss	2025-01-14	USA: California, 	18000	2025-01-21 13:15:59	2025-01-21 13:14:04
SRR32063924	PRJNA1027353	SAMN46346844	verily_ww_nwss	2025-01-14	USA: Connecticut, 	52268	2025-01-21 13:12:08	2025-01-21 13:11:34
SRR32063925	PRJNA1027353	SAMN46346955	verily_ww_nwss	2025-01-13	USA: Texas, 	529541	2025-01-21 13:15:59	2025-01-21 13:14:21
SRR32063926	PRJNA1027353	SAMN46346786	verily_ww_nwss	2025-01-14	USA: Rhode Island, 	21100	2025-01-21 13:12:08	2025-01-21 13:11:13
SRR32063927	PRJNA1027353	SAMN46346886	verily_ww_nwss	2025-01-14	USA: Virginia, 	15000	2025-01-21 13:15:58	2025-01-21 13:13:32
SRR32063928	PRJNA1027353	SAMN46346906	verily_ww_nwss	2025-01-14	USA: California, 	200000	2025-01-21 13:15:57	2025-01-21 13:12:56
SRR32063929	PRJNA1027353	SAMN46346793	verily_ww_nwss	2025-01-12	USA: Texas, 	370000	2025-01-21 13:15:56	2025-01-21 13:12:39
SRR32063930	PRJNA1027353	SAMN46346789	verily_ww_nwss	2025-01-13	USA: Idaho, 	105893	2025-01-21 13:15:56	2025-01-21 13:12:16
SRR32063931	PRJNA1027353	SAMN46346778	verily_ww_nwss	2025-01-13	USA: California, 	230000	2025-01-21 13:15:55	2025-01-21 13:12:19
SRR32063932	PRJNA1027353	SAMN46346908	verily_ww_nwss	2025-01-08	USA: North Carolina, 	20484	2025-01-21 13:15:55	2025-01-21 13:12:04
SRR32063933	PRJNA1027353	SAMN46346979	verily_ww_nwss	2025-01-13	USA: California, 	60000	2025-01-21 13:15:56	2025-01-21 13:12:28
SRR32063934	PRJNA1027353	SAMN46346914	verily_ww_nwss	2025-01-12	USA: Massachusetts, 	55000	2025-01-21 13:15:57	2025-01-21 13:12:48
SRR32063935	PRJNA1027353	SAMN46346973	verily_ww_nwss	2025-01-13	USA: North Carolina, 	10000	2025-01-21 13:15:57	2025-01-21 13:12:43
SRR32063936	PRJNA1027353	SAMN46346832	verily_ww_nwss	2025-01-13	USA: Maine, 	6000	2025-01-21 13:15:57	2025-01-21 13:13:05
SRR32063937	PRJNA1027353	SAMN46346807	verily_ww_nwss	2025-01-06	USA: District of Columbia, 	1600000	2025-01-21 13:15:57	2025-01-21 13:12:47
SRR32063938	PRJNA1027353	SAMN46346890	verily_ww_nwss	2025-01-09	USA: Florida, 	100000	2025-01-21 13:15:56	2025-01-21 13:12:42
SRR32063939	PRJNA1027353	SAMN46346838	verily_ww_nwss	2025-01-06	USA: Hawaii, 	47000	2025-01-21 13:15:55	2025-01-21 13:12:19
SRR32063940	PRJNA1027353	SAMN46346959	verily_ww_nwss	2025-01-09	USA: Virginia, 	60000	2025-01-21 13:12:08	2025-01-21 13:11:11
SRR32063941	PRJNA1027353	SAMN46346835	verily_ww_nwss	2025-01-06	USA: Hawaii, 	101000	2025-01-21 13:12:07	2025-01-21 13:10:35
SRR32063942	PRJNA1027353	SAMN46346836	verily_ww_nwss	2025-01-08	USA: Hawaii, 	340000	2025-01-21 13:15:55	2025-01-21 13:11:55
SRR32063943	PRJNA1027353	SAMN46346859	verily_ww_nwss	2025-01-08	USA: Wisconsin, 	424000	2025-01-21 13:12:07	2025-01-21 13:10:58
SRR32063944	PRJNA1027353	SAMN46346837	verily_ww_nwss	2025-01-08	USA: Hawaii, 	400000	2025-01-21 13:12:09	2025-01-21 13:11:14
SRR32063945	PRJNA1027353	SAMN46346941	verily_ww_nwss	2025-01-09	USA: Arkansas, 	19000	2025-01-21 13:15:56	2025-01-21 13:12:09
SRR32063946	PRJNA1027353	SAMN46346920	verily_ww_nwss	2025-01-09	USA: California, 	75000	2025-01-21 13:12:07	2025-01-21 13:11:00
