Sample	BioProject	BioSample	Submitter	Collection Date	Location	Population	ReleaseDate	LoadDate
SRR32212046	PRJNA989177	SAMN46529871	GBW	2025-01-17	USA: Massachusetts, Boston, 	500	2025-02-03 13:07:05	2025-02-03 12:54:55
SRR32212047	PRJNA989177	SAMN46529875	GBW	2025-01-23	USA: California, San Francisco, 	500	2025-02-03 13:07:05	2025-02-03 12:56:10
SRR32212049	PRJNA989177	SAMN46529889	GBW	2025-01-17	USA: California, San Francisco, 	500	2025-02-03 13:07:05	2025-02-03 12:56:38
SRR32212050	PRJNA989177	SAMN46529906	GBW	2025-01-19	USA: New York, Jamaica, 	500	2025-02-03 13:07:05	2025-02-03 12:55:51
SRR32212052	PRJNA989177	SAMN46529872	GBW	2025-01-23	USA: New York, Jamaica, 	500	2025-02-03 13:07:06	2025-02-03 12:54:56
SRR32212056	PRJNA989177	SAMN46529880	GBW	2025-01-21	USA: California, San Francisco, 	500	2025-02-03 13:07:06	2025-02-03 12:56:44
SRR32212057	PRJNA989177	SAMN46529870	GBW	2025-01-20	USA: Massachusetts, Boston, 	500	2025-02-03 13:07:05	2025-02-03 12:55:56
SRR32212058	PRJNA989177	SAMN46529881	GBW	2025-01-09	USA: New York, Jamaica, 	500	2025-02-03 13:07:05	2025-02-03 12:55:48
SRR32212061	PRJNA989177	SAMN46529866	GBW	2025-01-22	USA: Massachusetts, Boston, 	500	2025-02-03 13:07:05	2025-02-03 12:56:13
SRR32212062	PRJNA989177	SAMN46529884	GBW	2025-01-09	USA: Virginia, Dulles, 	500	2025-02-03 13:07:05	2025-02-03 12:58:03
SRR32212063	PRJNA989177	SAMN46529868	GBW	2025-01-10	USA: Massachusetts, Boston, 	500	2025-02-03 13:07:06	2025-02-03 12:56:18
SRR32212069	PRJNA989177	SAMN46529873	GBW	2025-01-13	USA: California, San Francisco, 	500	2025-02-03 13:07:06	2025-02-03 12:55:14
SRR32212077	PRJNA989177	SAMN46529910	GBW	2025-01-14	USA: California, San Francisco, 	500	2025-02-03 13:07:05	2025-02-03 12:55:41
SRR32212085	PRJNA989177	SAMN46529907	GBW	2025-01-13	USA: California, San Francisco, 	500	2025-02-03 13:07:06	2025-02-03 12:56:21
SRR32212093	PRJNA989177	SAMN46529886	GBW	2025-01-19	USA: Virginia, Dulles, 	500	2025-02-03 13:07:06	2025-02-03 12:56:33
SRR32212094	PRJNA989177	SAMN46529909	GBW	2025-01-16	USA: Massachusetts, Boston, 	500	2025-02-03 13:07:06	2025-02-03 12:59:36
SRR32212095	PRJNA989177	SAMN46529864	GBW	2025-01-22	USA: Massachusetts, Boston, 	500	2025-02-03 13:07:06	2025-02-03 12:57:35
SRR32212097	PRJNA989177	SAMN46529885	GBW	2025-01-20	USA: New York, Jamaica, 	500	2025-02-03 13:07:06	2025-02-03 12:56:44
SRR32222576	PRJNA889839	SAMN46541304	Wisconsin State Laboratory of Hygiene	2025-01-22	USA: Wisconsin, 	<	2025-02-04 10:39:32	2025-02-04 10:27:04
SRR32222577	PRJNA889839	SAMN46541302	Wisconsin State Laboratory of Hygiene	2025-01-19	USA: Wisconsin, 	>	2025-02-04 10:39:31	2025-02-04 10:27:10
SRR32222578	PRJNA889839	SAMN46541301	Wisconsin State Laboratory of Hygiene	2025-01-20	USA: Wisconsin, 	<	2025-02-04 10:39:31	2025-02-04 10:27:16
SRR32222579	PRJNA889839	SAMN46541303	Wisconsin State Laboratory of Hygiene	2025-01-22	USA: Wisconsin, 	>	2025-02-04 10:39:32	2025-02-04 10:27:19
SRR32222580	PRJNA889839	SAMN46541300	Wisconsin State Laboratory of Hygiene	2025-01-20	USA: Wisconsin, 	<	2025-02-04 10:39:31	2025-02-04 10:27:12
SRR32222581	PRJNA889839	SAMN46541299	Wisconsin State Laboratory of Hygiene	2025-01-21	USA: Wisconsin, 	<	2025-02-04 10:39:31	2025-02-04 10:27:12
SRR32222582	PRJNA889839	SAMN46541321	Wisconsin State Laboratory of Hygiene	2025-01-20	USA: Wisconsin, 	>	2025-02-04 10:39:33	2025-02-04 10:27:13
SRR32222583	PRJNA889839	SAMN46541319	Wisconsin State Laboratory of Hygiene	2025-01-20	USA: Wisconsin, 	<	2025-02-04 10:39:33	2025-02-04 10:27:22
SRR32222584	PRJNA889839	SAMN46541318	Wisconsin State Laboratory of Hygiene	2025-01-20	USA: Wisconsin, 	<	2025-02-04 10:39:33	2025-02-04 10:27:10
SRR32222585	PRJNA889839	SAMN46541320	Wisconsin State Laboratory of Hygiene	2025-01-21	USA: Wisconsin, 	<	2025-02-04 10:39:33	2025-02-04 10:27:09
SRR32222586	PRJNA889839	SAMN46541298	Wisconsin State Laboratory of Hygiene	2025-01-20	USA: Wisconsin, 	<	2025-02-04 10:39:31	2025-02-04 10:27:16
SRR32222587	PRJNA889839	SAMN46541317	Wisconsin State Laboratory of Hygiene	2025-01-21	USA: Wisconsin, 	<	2025-02-04 10:39:33	2025-02-04 10:27:10
SRR32222588	PRJNA889839	SAMN46541316	Wisconsin State Laboratory of Hygiene	2025-01-22	USA: Wisconsin, 	<	2025-02-04 10:39:32	2025-02-04 10:27:19
SRR32222589	PRJNA889839	SAMN46541297	Wisconsin State Laboratory of Hygiene	2025-01-22	USA: Wisconsin, 	<	2025-02-04 10:39:31	2025-02-04 10:27:16
SRR32222590	PRJNA889839	SAMN46541313	Wisconsin State Laboratory of Hygiene	2025-01-20	USA: Wisconsin, 	<	2025-02-04 10:39:32	2025-02-04 10:27:11
SRR32222591	PRJNA889839	SAMN46541312	Wisconsin State Laboratory of Hygiene	2025-01-21	USA: Wisconsin, 	<	2025-02-04 10:39:32	2025-02-04 10:27:29
SRR32222592	PRJNA889839	SAMN46541314	Wisconsin State Laboratory of Hygiene	2025-01-19	USA: Wisconsin, 	>	2025-02-04 10:39:32	2025-02-04 10:27:13
SRR32222593	PRJNA889839	SAMN46541315	Wisconsin State Laboratory of Hygiene	2025-01-21	USA: Wisconsin, 	<	2025-02-04 10:39:32	2025-02-04 10:27:18
SRR32222594	PRJNA889839	SAMN46541311	Wisconsin State Laboratory of Hygiene	2025-01-22	USA: Wisconsin, 	<	2025-02-04 10:39:32	2025-02-04 10:27:35
SRR32222595	PRJNA889839	SAMN46541310	Wisconsin State Laboratory of Hygiene	2025-01-22	USA: Wisconsin, 	<	2025-02-04 10:39:32	2025-02-04 10:27:36
SRR32222596	PRJNA889839	SAMN46541308	Wisconsin State Laboratory of Hygiene	2025-01-22	USA: Wisconsin, 	<	2025-02-04 10:39:32	2025-02-04 10:27:35
SRR32222597	PRJNA889839	SAMN46541306	Wisconsin State Laboratory of Hygiene	2025-01-20	USA: Wisconsin, 	<	2025-02-04 10:39:32	2025-02-04 10:27:17
SRR32222598	PRJNA889839	SAMN46541305	Wisconsin State Laboratory of Hygiene	2025-01-20	USA: Wisconsin, 	<	2025-02-04 10:39:32	2025-02-04 10:27:16
SRR32222599	PRJNA889839	SAMN46541307	Wisconsin State Laboratory of Hygiene	2025-01-20	USA: Wisconsin, 	<	2025-02-04 10:39:32	2025-02-04 10:26:52
SRR32222600	PRJNA889839	SAMN46541309	Wisconsin State Laboratory of Hygiene	2025-01-22	USA: Wisconsin, 	<	2025-02-04 10:39:32	2025-02-04 10:27:38
SRR32222601	PRJNA889839	SAMN46541296	Wisconsin State Laboratory of Hygiene	2025-01-20	USA: Wisconsin, 	<	2025-02-04 10:39:31	2025-02-04 10:26:54
SRR32222602	PRJNA889839	SAMN46541295	Wisconsin State Laboratory of Hygiene	2025-01-20	USA: Wisconsin, 	<	2025-02-04 10:39:31	2025-02-04 10:26:54
SRR32228985	PRJNA1076210	SAMN46546575	NYC DOHMH PHL	2025-01-21	USA: New York, 	224516	2025-02-04 15:37:24	2025-02-04 15:33:37
SRR32228986	PRJNA1076210	SAMN46546574	NYC DOHMH PHL	2025-01-21	USA: New York, 	923524	2025-02-04 15:37:24	2025-02-04 15:32:45
SRR32228987	PRJNA1076210	SAMN46546573	NYC DOHMH PHL	2025-01-21	USA: New York, 	243910	2025-02-04 15:37:25	2025-02-04 15:32:50
SRR32228988	PRJNA1076210	SAMN46546572	NYC DOHMH PHL	2025-01-21	USA: New York, 	649549	2025-02-04 15:37:25	2025-02-04 15:33:00
SRR32228989	PRJNA1076210	SAMN46546571	NYC DOHMH PHL	2025-01-21	USA: New York, 	1227810	2025-02-04 15:37:25	2025-02-04 15:33:40
SRR32228990	PRJNA1076210	SAMN46546570	NYC DOHMH PHL	2025-01-21	USA: New York, 	735054	2025-02-04 15:43:27	2025-02-04 15:35:47
SRR32228991	PRJNA1076210	SAMN46546569	NYC DOHMH PHL	2025-01-21	USA: New York, 	781885	2025-02-04 15:37:25	2025-02-04 15:33:23
SRR32228992	PRJNA1076210	SAMN46546568	NYC DOHMH PHL	2025-01-21	USA: New York, 	647635	2025-02-04 15:37:24	2025-02-04 15:32:46
SRR32228993	PRJNA1076210	SAMN46546579	NYC DOHMH PHL	2025-01-21	USA: New York, 	1173448	2025-02-04 15:43:26	2025-02-04 15:33:49
SRR32228994	PRJNA1076210	SAMN46546578	NYC DOHMH PHL	2025-01-21	USA: New York, 	457817	2025-02-04 15:37:25	2025-02-04 15:32:19
SRR32228995	PRJNA1076210	SAMN46546577	NYC DOHMH PHL	2025-01-21	USA: New York, 	117991	2025-02-04 15:37:24	2025-02-04 15:33:58
SRR32228996	PRJNA1076210	SAMN46546576	NYC DOHMH PHL	2025-01-21	USA: New York, 	257556	2025-02-04 15:43:26	2025-02-04 15:34:10
SRR32228997	PRJNA1076210	SAMN46546567	NYC DOHMH PHL	2025-01-21	USA: New York, 	894311	2025-02-04 15:43:26	2025-02-04 15:35:01
SRR32228998	PRJNA1076210	SAMN46546566	NYC DOHMH PHL	2025-01-21	USA: New York, 	318262	2025-02-04 15:43:26	2025-02-04 15:34:08
SRR32267200	PRJNA850375	SAMN46722399	CDPHE-COVID	2025-01-14	USA: Colorado, Morgan County, 	12000	2025-02-07 13:12:41	2025-02-07 13:10:37
SRR32267202	PRJNA850375	SAMN46722398	CDPHE-COVID	2025-01-12	USA: Colorado, Arapahoe County, 	247443	2025-02-07 13:12:45	2025-02-07 13:10:45
SRR32267203	PRJNA850375	SAMN46722397	CDPHE-COVID	2025-01-10	USA: Colorado, Pitkin County, 	5500	2025-02-07 13:12:41	2025-02-07 13:10:37
SRR32267204	PRJNA850375	SAMN46722396	CDPHE-COVID	2025-01-13	USA: Colorado, Pueblo County, 	96515	2025-02-07 13:12:40	2025-02-07 13:10:35
SRR32267205	PRJNA850375	SAMN46722395	CDPHE-COVID	2025-01-10	USA: Colorado, Delta County, 	6857	2025-02-07 13:12:44	2025-02-07 13:10:43
SRR32267206	PRJNA850375	SAMN46722394	CDPHE-COVID	2025-01-09	USA: Colorado, Pueblo County, 	96515	2025-02-07 13:09:48	2025-02-07 13:09:12
SRR32267207	PRJNA850375	SAMN46722393	CDPHE-COVID	2025-01-09	USA: Colorado, Alamosa County, 	18364	2025-02-07 13:09:47	2025-02-07 13:08:33
SRR32267208	PRJNA850375	SAMN46722392	CDPHE-COVID	2025-01-09	USA: Colorado, Morgan County, 	12000	2025-02-07 13:12:38	2025-02-07 13:10:14
SRR32267209	PRJNA850375	SAMN46722391	CDPHE-COVID	2025-01-09	USA: Colorado, Larimer County, 	66429	2025-02-07 13:12:38	2025-02-07 13:10:10
SRR32267210	PRJNA850375	SAMN46722390	CDPHE-COVID	2025-01-09	USA: Colorado, Douglas County, 	60571	2025-02-07 13:12:38	2025-02-07 13:10:21
SRR32267211	PRJNA850375	SAMN46722389	CDPHE-COVID	2025-01-09	USA: Colorado, Denver County, 	709904	2025-02-07 13:12:38	2025-02-07 13:10:25
SRR32267269	PRJNA850375	SAMN46722442	CDPHE-COVID	2025-01-16	USA: Colorado, Garfield County, 	16714	2025-02-07 13:12:43	2025-02-07 13:10:40
SRR32267270	PRJNA850375	SAMN46722441	CDPHE-COVID	2025-01-16	USA: Colorado, Morgan County, 	12000	2025-02-07 13:12:36	2025-02-07 13:10:06
SRR32267271	PRJNA850375	SAMN46722440	CDPHE-COVID	2025-01-16	USA: Colorado, El Paso County, 	303855	2025-02-07 13:12:46	2025-02-07 13:10:48
SRR32267272	PRJNA850375	SAMN46722439	CDPHE-COVID	2025-01-16	USA: Colorado, Routt County, 	43741	2025-02-07 13:12:36	2025-02-07 13:10:26
SRR32267274	PRJNA850375	SAMN46722438	CDPHE-COVID	2025-01-16	USA: Colorado, Larimer County, 	17997	2025-02-07 13:12:41	2025-02-07 13:10:36
SRR32267275	PRJNA850375	SAMN46722437	CDPHE-COVID	2025-01-16	USA: Colorado, El Paso County, 	102204	2025-02-07 13:09:47	2025-02-07 13:08:45
SRR32267276	PRJNA850375	SAMN46722436	CDPHE-COVID	2025-01-16	USA: Colorado, La Plata County, 	23429	2025-02-07 13:12:35	2025-02-07 13:10:06
SRR32267277	PRJNA850375	SAMN46722435	CDPHE-COVID	2025-01-17	USA: Colorado, Delta County, 	6857	2025-02-07 13:12:35	2025-02-07 13:10:24
SRR32267278	PRJNA850375	SAMN46722434	CDPHE-COVID	2025-01-17	USA: Colorado, Pitkin County, 	5500	2025-02-07 13:12:35	2025-02-07 13:09:53
SRR32267279	PRJNA850375	SAMN46722433	CDPHE-COVID	2025-01-16	USA: Colorado, Larimer County, 	7946	2025-02-07 13:12:35	2025-02-07 13:10:27
SRR32267280	PRJNA850375	SAMN46722432	CDPHE-COVID	2025-01-15	USA: Colorado, Denver County, 	709904	2025-02-07 13:12:35	2025-02-07 13:10:21
SRR32267281	PRJNA850375	SAMN46722431	CDPHE-COVID	2025-01-15	USA: Colorado, Weld County, 	83319	2025-02-07 13:09:47	2025-02-07 13:08:45
SRR32267282	PRJNA850375	SAMN46722430	CDPHE-COVID	2025-01-16	USA: Colorado, Boulder County, 	89383	2025-02-07 13:12:35	2025-02-07 13:10:21
SRR32267283	PRJNA850375	SAMN46722429	CDPHE-COVID	2025-01-14	USA: Colorado, San Miguel County, 	15000	2025-02-07 13:12:35	2025-02-07 13:10:19
SRR32267286	PRJNA850375	SAMN46722428	CDPHE-COVID	2025-01-16	USA: Colorado, Arapahoe County, 	268004	2025-02-07 13:12:35	2025-02-07 13:10:06
SRR32267287	PRJNA850375	SAMN46722427	CDPHE-COVID	2025-01-16	USA: Colorado, Larimer County, 	66429	2025-02-07 13:12:35	2025-02-07 13:10:23
SRR32267288	PRJNA850375	SAMN46722426	CDPHE-COVID	2025-01-16	USA: Colorado, Pueblo County, 	96515	2025-02-07 13:12:35	2025-02-07 13:09:50
SRR32267289	PRJNA850375	SAMN46722425	CDPHE-COVID	2025-01-16	USA: Colorado, Weld County, 	40071	2025-02-07 13:12:35	2025-02-07 13:09:48
SRR32267290	PRJNA850375	SAMN46722424	CDPHE-COVID	2025-01-16	USA: Colorado, Douglas County, 	60571	2025-02-07 13:09:47	2025-02-07 13:08:47
SRR32267291	PRJNA850375	SAMN46722423	CDPHE-COVID	2025-01-13	USA: Colorado, Routt County, 	43741	2025-02-07 13:12:39	2025-02-07 13:10:32
SRR32267292	PRJNA850375	SAMN46722422	CDPHE-COVID	2025-01-14	USA: Colorado, Douglas County, 	60571	2025-02-07 13:12:34	2025-02-07 13:10:14
SRR32267294	PRJNA850375	SAMN46722355	CDPHE-COVID	2025-01-07	USA: Colorado, Morgan County, 	12000	2025-02-07 13:12:48	2025-02-07 13:10:59
SRR32267295	PRJNA850375	SAMN46722354	CDPHE-COVID	2025-01-06	USA: Colorado, Denver County, 	709904	2025-02-07 13:12:46	2025-02-07 13:10:48
SRR32267296	PRJNA850375	SAMN46722353	CDPHE-COVID	2025-01-06	USA: Colorado, La Plata County, 	23429	2025-02-07 13:12:44	2025-02-07 13:10:42
SRR32267297	PRJNA850375	SAMN46722352	CDPHE-COVID	2025-01-06	USA: Colorado, Denver County, 	345454	2025-02-07 13:12:46	2025-02-07 13:10:47
SRR32267298	PRJNA850375	SAMN46722351	CDPHE-COVID	2025-01-06	USA: Colorado, Arapahoe County, 	268004	2025-02-07 13:12:44	2025-02-07 13:10:42
SRR32267302	PRJNA850375	SAMN46722348	CDPHE-COVID	2025-01-06	USA: Colorado, Otero County, 	29643	2025-02-07 13:12:47	2025-02-07 13:10:51
SRR32267303	PRJNA850375	SAMN46722347	CDPHE-COVID	2025-01-06	USA: Colorado, Pueblo County, 	96515	2025-02-07 13:12:48	2025-02-07 13:11:01
SRR32267304	PRJNA850375	SAMN46722346	CDPHE-COVID	2025-01-06	USA: Colorado, El Paso County, 	102204	2025-02-07 13:12:46	2025-02-07 13:10:47
SRR32267305	PRJNA850375	SAMN46722345	CDPHE-COVID	2025-01-06	USA: Colorado, Alamosa County, 	18364	2025-02-07 13:12:48	2025-02-07 13:10:52
SRR32267306	PRJNA850375	SAMN46722344	CDPHE-COVID	2025-01-06	USA: Colorado, Boulder County, 	89383	2025-02-07 13:12:44	2025-02-07 13:10:42
SRR32267344	PRJNA850375	SAMN46722461	CDPHE-COVID	2025-01-06	USA: Colorado, El Paso County, 	303855	2025-02-07 13:12:40	2025-02-07 13:10:33
SRR32267345	PRJNA850375	SAMN46722460	CDPHE-COVID	2025-01-06	USA: Colorado, Summit County, 	35643	2025-02-07 13:12:39	2025-02-07 13:10:32
SRR32267346	PRJNA850375	SAMN46722459	CDPHE-COVID	2025-01-07	USA: Colorado, Douglas County, 	60571	2025-02-07 13:09:48	2025-02-07 13:09:30
SRR32267348	PRJNA850375	SAMN46722458	CDPHE-COVID	2025-01-08	USA: Colorado, Weld County, 	83319	2025-02-07 13:12:32	2025-02-07 13:10:16
SRR32267349	PRJNA850375	SAMN46722457	CDPHE-COVID	2025-01-09	USA: Colorado, Garfield County, 	16714	2025-02-07 13:12:32	2025-02-07 13:10:24
SRR32267350	PRJNA850375	SAMN46722456	CDPHE-COVID	2025-01-09	USA: Colorado, El Paso County, 	102204	2025-02-07 13:12:39	2025-02-07 13:10:31
SRR32267351	PRJNA850375	SAMN46722455	CDPHE-COVID	2025-01-09	USA: Colorado, Weld County, 	40071	2025-02-07 13:12:32	2025-02-07 13:10:22
SRR32267352	PRJNA850375	SAMN46722454	CDPHE-COVID	2025-01-08	USA: Colorado, Arapahoe County, 	247443	2025-02-07 13:12:33	2025-02-07 13:10:24
SRR32267353	PRJNA850375	SAMN46722453	CDPHE-COVID	2025-01-09	USA: Colorado, Boulder County, 	75544	2025-02-07 13:12:32	2025-02-07 13:10:21
SRR32267354	PRJNA850375	SAMN46722452	CDPHE-COVID	2025-01-09	USA: Colorado, La Plata County, 	23429	2025-02-07 13:12:32	2025-02-07 13:10:19
SRR32267355	PRJNA850375	SAMN46722451	CDPHE-COVID	2025-01-09	USA: Colorado, Larimer County, 	7946	2025-02-07 13:12:38	2025-02-07 13:10:31
SRR32267356	PRJNA850375	SAMN46722450	CDPHE-COVID	2025-01-09	USA: Colorado, Boulder County, 	89383	2025-02-07 13:12:35	2025-02-07 13:10:27
SRR32267357	PRJNA850375	SAMN46722449	CDPHE-COVID	2025-01-09	USA: Colorado, Denver County, 	345454	2025-02-07 13:12:38	2025-02-07 13:10:30
SRR32267359	PRJNA850375	SAMN46722448	CDPHE-COVID	2025-01-09	USA: Colorado, Larimer County, 	17997	2025-02-07 13:12:32	2025-02-07 13:10:19
SRR32267360	PRJNA850375	SAMN46722447	CDPHE-COVID	2025-01-09	USA: Colorado, Summit County, 	35643	2025-02-07 13:12:37	2025-02-07 13:10:29
SRR32267361	PRJNA850375	SAMN46722446	CDPHE-COVID	2025-01-09	USA: Colorado, El Paso County, 	303855	2025-02-07 13:12:32	2025-02-07 13:10:22
SRR32267362	PRJNA850375	SAMN46722445	CDPHE-COVID	2025-01-09	USA: Colorado, Otero County, 	29643	2025-02-07 13:12:32	2025-02-07 13:10:21
SRR32267363	PRJNA850375	SAMN46722444	CDPHE-COVID	2025-01-08	USA: Colorado, Mesa County, 	89286	2025-02-07 13:12:33	2025-02-07 13:10:25
SRR32267364	PRJNA850375	SAMN46722443	CDPHE-COVID	2025-01-09	USA: Colorado, Arapahoe County, 	268004	2025-02-07 13:12:32	2025-02-07 13:10:23
SRR32267366	PRJNA850375	SAMN46722377	CDPHE-COVID	2025-01-06	USA: Colorado, Larimer County, 	66429	2025-02-07 13:12:42	2025-02-07 13:10:39
SRR32267367	PRJNA850375	SAMN46722376	CDPHE-COVID	2025-01-06	USA: Colorado, Boulder County, 	75544	2025-02-07 13:12:32	2025-02-07 13:10:23
SRR32267371	PRJNA850375	SAMN46722372	CDPHE-COVID	2025-01-06	USA: Colorado, Larimer County, 	7946	2025-02-07 13:09:48	2025-02-07 13:09:13
SRR32267381	PRJNA850375	SAMN46722363	CDPHE-COVID	2025-01-07	USA: Colorado, Pitkin County, 	5500	2025-02-07 13:12:31	2025-02-07 13:10:21
SRR32267382	PRJNA850375	SAMN46722362	CDPHE-COVID	2025-01-08	USA: Colorado, Larimer County, 	17997	2025-02-07 13:12:44	2025-02-07 13:10:42
SRR32267383	PRJNA850375	SAMN46722361	CDPHE-COVID	2025-01-06	USA: Colorado, Routt County, 	43741	2025-02-07 13:12:47	2025-02-07 13:10:52
SRR32267384	PRJNA850375	SAMN46722360	CDPHE-COVID	2025-01-06	USA: Colorado, Mesa County, 	89286	2025-02-07 13:12:31	2025-02-07 13:10:16
SRR32267385	PRJNA850375	SAMN46722359	CDPHE-COVID	2025-01-06	USA: Colorado, San Miguel County, 	15000	2025-02-07 13:12:43	2025-02-07 13:10:41
SRR32267461	PRJNA850375	SAMN46722421	CDPHE-COVID	2025-01-13	USA: Colorado, Garfield County, 	16714	2025-02-07 13:12:43	2025-02-07 13:10:42
SRR32267462	PRJNA850375	SAMN46722420	CDPHE-COVID	2025-01-15	USA: Colorado, Larimer County, 	17997	2025-02-07 13:12:42	2025-02-07 13:10:39
SRR32267463	PRJNA850375	SAMN46722419	CDPHE-COVID	2025-01-13	USA: Colorado, Arapahoe County, 	268004	2025-02-07 13:12:43	2025-02-07 13:10:40
SRR32267465	PRJNA850375	SAMN46722418	CDPHE-COVID	2025-01-13	USA: Colorado, Denver County, 	345454	2025-02-07 13:12:44	2025-02-07 13:10:42
SRR32267466	PRJNA850375	SAMN46722417	CDPHE-COVID	2025-01-13	USA: Colorado, El Paso County, 	102204	2025-02-07 13:12:44	2025-02-07 13:10:45
SRR32267467	PRJNA850375	SAMN46722416	CDPHE-COVID	2025-01-13	USA: Colorado, Summit County, 	35643	2025-02-07 13:12:42	2025-02-07 13:10:38
SRR32267468	PRJNA850375	SAMN46722415	CDPHE-COVID	2025-01-09	USA: Colorado, Routt County, 	43741	2025-02-07 13:12:46	2025-02-07 13:10:50
SRR32267469	PRJNA850375	SAMN46722414	CDPHE-COVID	2025-01-13	USA: Colorado, Boulder County, 	89383	2025-02-07 13:12:47	2025-02-07 13:11:00
SRR32267470	PRJNA850375	SAMN46722413	CDPHE-COVID	2025-01-13	USA: Colorado, Denver County, 	709904	2025-02-07 13:12:40	2025-02-07 13:10:36
SRR32267471	PRJNA850375	SAMN46722412	CDPHE-COVID	2025-01-13	USA: Colorado, Weld County, 	40071	2025-02-07 13:12:44	2025-02-07 13:10:42
SRR32267472	PRJNA850375	SAMN46722411	CDPHE-COVID	2025-01-12	USA: Colorado, Weld County, 	83319	2025-02-07 13:12:46	2025-02-07 13:10:49
SRR32267473	PRJNA850375	SAMN46722410	CDPHE-COVID	2025-01-13	USA: Colorado, El Paso County, 	303855	2025-02-07 13:12:45	2025-02-07 13:10:45
SRR32267474	PRJNA850375	SAMN46722409	CDPHE-COVID	2025-01-13	USA: Colorado, Otero County, 	29643	2025-02-07 13:12:44	2025-02-07 13:10:42
SRR32267476	PRJNA850375	SAMN46722408	CDPHE-COVID	2025-01-15	USA: Colorado, Weld County, 	10000	2025-02-07 13:12:42	2025-02-07 13:10:39
SRR32267477	PRJNA850375	SAMN46722407	CDPHE-COVID	2025-01-13	USA: Colorado, Larimer County, 	66429	2025-02-07 13:12:43	2025-02-07 13:10:41
SRR32267478	PRJNA850375	SAMN46722406	CDPHE-COVID	2025-01-13	USA: Colorado, La Plata County, 	23429	2025-02-07 13:12:41	2025-02-07 13:10:36
SRR32267479	PRJNA850375	SAMN46722405	CDPHE-COVID	2025-01-13	USA: Colorado, Alamosa County, 	18364	2025-02-07 13:12:47	2025-02-07 13:10:52
SRR32267480	PRJNA850375	SAMN46722404	CDPHE-COVID	2025-01-13	USA: Colorado, Larimer County, 	7946	2025-02-07 13:12:44	2025-02-07 13:10:42
SRR32267481	PRJNA850375	SAMN46722403	CDPHE-COVID	2025-01-14	USA: Colorado, Delta County, 	6857	2025-02-07 13:12:43	2025-02-07 13:10:39
SRR32267482	PRJNA850375	SAMN46722402	CDPHE-COVID	2025-01-14	USA: Colorado, Pitkin County, 	5500	2025-02-07 13:12:47	2025-02-07 13:11:01
SRR32267483	PRJNA850375	SAMN46722401	CDPHE-COVID	2025-01-14	USA: Colorado, Weld County, 	10000	2025-02-07 13:12:44	2025-02-07 13:10:42
SRR32267484	PRJNA850375	SAMN46722400	CDPHE-COVID	2025-01-13	USA: Colorado, Mesa County, 	89286	2025-02-07 13:12:46	2025-02-07 13:10:49
SRR32269954	PRJNA1027353	SAMN46724437	verily_ww_nwss	2025-01-30	USA: Puerto Rico, 	40287	2025-02-07 18:39:24	2025-02-07 18:34:28
SRR32269955	PRJNA1027353	SAMN46724452	verily_ww_nwss	2025-01-30	USA: Puerto Rico, 	172989	2025-02-07 18:39:27	2025-02-07 18:35:45
SRR32269956	PRJNA1027353	SAMN46724449	verily_ww_nwss	2025-01-30	USA: Puerto Rico, 	64948	2025-02-07 18:39:27	2025-02-07 18:35:46
SRR32269957	PRJNA1027353	SAMN46724484	verily_ww_nwss	2025-01-28	USA: Maine, 	7000	2025-02-07 18:39:26	2025-02-07 18:35:17
SRR32269958	PRJNA1027353	SAMN46724474	verily_ww_nwss	2025-01-28	USA: Maine, 	8500	2025-02-07 18:39:24	2025-02-07 18:34:31
SRR32269959	PRJNA1027353	SAMN46724472	verily_ww_nwss	2025-01-29	USA: Maine, 	3000	2025-02-07 18:39:26	2025-02-07 18:35:09
SRR32269960	PRJNA1027353	SAMN46724458	verily_ww_nwss	2025-01-23	USA: Maryland, 	89319	2025-02-07 18:34:03	2025-02-07 18:32:37
SRR32269961	PRJNA1027353	SAMN46724434	verily_ww_nwss	2025-01-27	USA: Nevada, 	350000	2025-02-07 18:39:24	2025-02-07 18:34:19
SRR32269962	PRJNA1027353	SAMN46724446	verily_ww_nwss	2025-01-27	USA: Connecticut, 	72914	2025-02-07 18:39:25	2025-02-07 18:34:52
SRR32269963	PRJNA1027353	SAMN46724447	verily_ww_nwss	2025-01-29	USA: Puerto Rico, 	24254	2025-02-07 18:39:24	2025-02-07 18:34:27
SRR32269964	PRJNA1027353	SAMN46724450	verily_ww_nwss	2025-01-29	USA: Puerto Rico, 	62374	2025-02-07 18:39:24	2025-02-07 18:34:38
SRR32269965	PRJNA1027353	SAMN46724451	verily_ww_nwss	2025-01-29	USA: Puerto Rico, 	193914	2025-02-07 18:39:24	2025-02-07 18:34:16
SRR32269966	PRJNA1027353	SAMN46724454	verily_ww_nwss	2025-01-29	USA: Puerto Rico, 	20436	2025-02-07 18:39:25	2025-02-07 18:34:55
SRR32269967	PRJNA1027353	SAMN46724436	verily_ww_nwss	2025-01-29	USA: Puerto Rico, 	57228	2025-02-07 18:34:03	2025-02-07 18:33:39
SRR32269968	PRJNA1027353	SAMN46724481	verily_ww_nwss	2025-01-29	USA: New Hampshire, 	6500	2025-02-07 18:39:24	2025-02-07 18:34:25
SRR32269969	PRJNA1027353	SAMN46724470	verily_ww_nwss	2025-01-28	USA: California, 	200000	2025-02-07 18:39:23	2025-02-07 18:34:14
